OBJECTID,DCH_FEA_KEY,DCH_GRPH_KEY,DCH_FEATYPE_TEXT,DCH_OWNER_NAME,DCH_PRBL_FLOW_TYPE,DCH_MATERIAL_TYPE,DCH_PIPE_SHP_TEXT,DCH_LIFECYCLE_STAT,DCH_DSTNTN_TYPE,DCH_INSPECT_FLAG,DCH_CASING_FLAG,DCH_PERF_PIPE_FLAG,DCH_LENGTH_FT_NBR,DCH_WIDTH_IN_NBR,DCH_HEIGHT_IN_NBR,DCH_UPS_ELEV_FT_NBR,DCH_DNS_ELEV_FT_NBR,DCH_INSTALL_DATE,DCH_LST_UPDT_DATE,DCH_STREAM_NAME,DCH_GSIP_NAME,SHAPE_Length
63551,7738717,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,173.83,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,173.826817811701
63552,7738720,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,173.6,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,173.604062291345
63553,7738725,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,2.55,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,2.55229473074394
63554,7738728,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,180.85,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,180.845688237415
63555,7738731,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,162.3,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,162.296972539026
63556,7738734,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,145.61,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,145.605574210986
63557,7738737,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,127.75,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,127.749711564623
63558,7738740,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,109.95,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,109.951330100115
63559,7738743,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,89.55,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,89.5465710141231
63560,7738746,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,69.28,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,69.2822208995712
63561,7738749,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,48.81,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,48.8102304011555
63562,7738752,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,26.53,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,26.5267196700005
63563,7738755,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,3.91,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,3.91226411177192
63564,7738757,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,14.83,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,14.8349115710002
63565,7738759,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,11.74,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,11.7368526425322
63566,7738761,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,13.02,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,13.0178379087288
63567,7738763,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,12.85,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,12.8478742130136
63568,7738765,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,11.79,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,11.792884843803
63569,7738767,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,13.54,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,13.5433365040606
63570,7738769,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,15.22,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,15.2230848841118
63571,7738771,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,11.84,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,11.8426386509301
63572,7738773,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,12.11,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,12.1062218177426
63573,7738775,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,13.54,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,13.540332780396
63574,7738777,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,12.11,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,12.1062218177426
63575,7738779,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,12.11,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,12.1061598692258
63576,7738781,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,12.17,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,12.1721158046761
63577,7738783,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,12.79,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,12.7939804831979
63578,7738785,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,12.75,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,12.7527704130042
63579,7738787,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,10.21,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,10.2125188111338
63580,7738789,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,10.91,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,10.9107300078807
63581,7738790,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,10.67,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,10.6718172404763
63582,7738792,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,19.98,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,19.9754301364648
63583,7738795,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,20.83,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,20.8328565530153
63584,7738810,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,24.01,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,24.0138895247487
63585,7738812,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,38.4,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,38.3981408051725
63586,7738814,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,46.41,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,46.4052638803907
63587,7738816,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,45.74,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,45.73711573011
63588,7738818,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,44.37,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,44.3731673476579
63589,7738820,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,43.56,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,43.5609779763812
63590,7738822,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,43.41,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,43.4085036709678
63591,7738824,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,42.96,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,42.9580669918956
63592,7738826,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,38.52,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,38.5160673012884
63593,7738828,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,38.27,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,38.2693139840115
63594,7738829,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,37.93,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,37.9342175571431
63595,7738832,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,43.19,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,43.1896759343894
63596,7738834,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,37.39,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,37.3913396284172
63597,7738836,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,37.48,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,37.4770861441281
63598,7738838,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,39.94,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,39.9427804787413
63599,7738840,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,41.28,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,41.2789489014802
63600,7738843,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,39.55,,,,,2016/08/18 15:09:34+00,2017/01/27 00:00:00+00,,,39.5543832267693
63620,7739826,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,6.46,4,4,,,2015/11/25 14:36:40+00,2017/02/03 00:00:00+00,,,6.46249978435951
63621,7739829,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,5.83,4,4,,,2015/11/25 14:36:40+00,2017/02/03 00:00:00+00,,,5.82829418766378
63622,7739832,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,3.64,4,4,,,2015/11/25 14:36:40+00,2017/02/03 00:00:00+00,,,3.64295127780754
63627,7739846,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,6.78,4,4,,,2016/02/16 14:36:40+00,2017/02/03 00:00:00+00,,,6.78311611222961
63632,7740152,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,8.2,4,4,,,2016/03/18 10:44:08+00,2017/02/07 00:00:00+00,,,8.20251414051672
63633,7740154,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,7.84,4,4,,,2016/03/18 10:44:08+00,2017/02/07 00:00:00+00,,,7.83804312257054
63634,7740364,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,34.21,4,4,,,2015/12/01 14:36:40+00,2017/02/08 00:00:00+00,,,34.2142588175293
63646,7740445,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,19.63,4,4,,,2016/03/25 13:45:44+00,2017/02/08 00:00:00+00,,,19.6342711651038
63647,7740481,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,13.67,4,4,,,2016/03/25 13:45:44+00,2017/02/08 00:00:00+00,,,13.6744494755599
63652,7741070,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,3.84,4,4,,,2016/02/10 11:59:18+00,2017/02/13 00:00:00+00,,,3.83638926822638
63653,7741072,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,4.86,4,4,,,2016/02/10 11:59:18+00,2017/02/13 00:00:00+00,,,4.85627375118262
63657,7741253,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,6.81,4,4,,,2016/03/16 13:45:44+00,2017/02/13 00:00:00+00,,,6.81383613247735
63658,7741256,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,7.68,4,4,,,2016/03/16 13:45:44+00,2017/02/13 00:00:00+00,,,7.67536655765981
63659,7741296,0,Rain Garden,Private,Drainage,Vegetation,Unknown,Connected,,Y,N,N,6.47,,,,,2016/03/08 13:44:01+00,2017/02/13 00:00:00+00,,,6.47231481431113
63660,7741300,0,Rain Garden,Private,Drainage,Vegetation,Unknown,Connected,,Y,N,N,10.33,,,,,2016/03/14 13:45:44+00,2017/02/13 00:00:00+00,,,10.3312322573081
63661,7741304,0,Rain Garden,Private,Drainage,Vegetation,Unknown,Connected,,Y,N,N,22.08,,,,,2016/03/14 13:45:44+00,2017/02/13 00:00:00+00,,,22.0758250548548
63662,7741308,0,Rain Garden,Private,Drainage,Vegetation,Unknown,Connected,,Y,N,N,10.71,,,,,2016/03/14 13:45:44+00,2017/02/13 00:00:00+00,,,10.7144649676357
63663,7741312,0,Rain Garden,Private,Drainage,Vegetation,Unknown,Connected,,Y,N,N,10.27,,,,,2016/03/14 13:45:44+00,2017/02/13 00:00:00+00,,,10.2655661173756
63667,7741709,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,11.3,4,4,,,2016/03/28 14:39:52+00,2017/02/14 00:00:00+00,,,11.2995817534237
63670,7741769,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,7.07,4,4,,,2016/03/28 15:07:55+00,2017/02/14 00:00:00+00,,,7.07168502536961
63671,7741771,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,8.34,4,4,,,2016/03/28 15:07:55+00,2017/02/14 00:00:00+00,,,8.34210991952373
63674,7741925,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,5.42,,,,,2016/03/11 16:14:23+00,2017/02/14 00:00:00+00,,,5.41663633249507
63675,7741927,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,5.78,,,,,2016/03/11 16:14:23+00,2017/02/14 00:00:00+00,,,5.77779554653417
63676,7741934,0,Rain Garden,Private,Drainage,Vegetation,Unknown,Connected,,Y,N,Y,3.25,,,,,2016/03/11 16:14:23+00,2017/02/14 00:00:00+00,,,3.24676490757232
63677,7741950,0,Under Drain,Parks and Recreation,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,116.77,6,6,,,2016/09/16 09:53:12+00,2017/02/15 00:00:00+00,,,116.766796660016
63682,7742013,0,Rain Garden,Private,Drainage,Vegetation,Unknown,Connected,,Y,N,N,9.82,,,,,2016/04/22 13:45:44+00,2017/02/15 00:00:00+00,,,9.81515163209723
63683,7742017,0,Rain Garden,Private,Drainage,Vegetation,Unknown,Connected,,Y,N,N,9.37,,,,,2016/04/22 13:45:44+00,2017/02/15 00:00:00+00,,,9.37119274508206
63684,7742021,0,Rain Garden,Private,Drainage,Vegetation,Unknown,Connected,,Y,N,N,11.2,,,,,2016/04/22 13:45:44+00,2017/02/15 00:00:00+00,,,11.1959147186661
63686,7742067,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,14.91,4,4,,,2016/04/22 13:45:44+00,2017/02/15 00:00:00+00,,,14.9140415054627
63687,7742080,0,Rain Garden,Private,Drainage,Vegetation,Unknown,Connected,,Y,N,N,8.88,,,,,2014/02/24 12:28:48+00,2017/02/15 00:00:00+00,,,8.87953175060429
63689,7742114,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,22.52,4,4,,,2016/04/01 13:45:44+00,2017/02/15 00:00:00+00,,,22.5166288658111
63690,7742118,0,Rain Garden,Private,Drainage,Vegetation,Unknown,Connected,,Y,N,N,5.76,,,,,2014/02/24 12:28:48+00,2017/02/15 00:00:00+00,,,5.76176498253703
63691,7742128,0,Rain Garden,Private,Drainage,Vegetation,Unknown,Connected,,Y,N,N,5.46,,,,,2014/02/24 12:28:48+00,2017/02/15 00:00:00+00,,,5.46099837874141
63692,7742142,0,Rain Garden,Private,Drainage,Vegetation,Unknown,Connected,,Y,N,N,10.09,,,,,2014/02/24 12:28:48+00,2017/02/15 00:00:00+00,,,10.0921697742691
63694,7742319,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,8.5,,,,,2016/03/17 17:33:53+00,2017/02/15 00:00:00+00,,,8.50154377570117
63695,7742421,0,Rain Garden,Private,Drainage,Vegetation,Unknown,Connected,,Y,N,N,13.6,,,,,2016/01/19 13:55:53+00,2017/02/16 00:00:00+00,,,13.6037326544513
63702,7742705,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,12.57,,,,,2016/02/26 11:02:43+00,2017/02/17 00:00:00+00,,,12.5671958545698
63704,7742711,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,5.64,4,4,,,2015/09/24 10:14:24+00,2017/02/17 00:00:00+00,,,5.64083251547082
63709,7742788,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,6.49,4,4,,,2016/02/04 12:48:46+00,2017/02/17 00:00:00+00,,,6.48955663733052
63710,7742791,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,9.58,4,4,,,2016/02/04 12:48:46+00,2017/02/17 00:00:00+00,,,9.57846533570254
63711,7742794,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,7.19,4,4,,,2016/02/04 12:48:46+00,2017/02/17 00:00:00+00,,,7.18880459211005
63712,7742797,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,6.89,4,4,,,2016/02/04 12:48:46+00,2017/02/17 00:00:00+00,,,6.89325508415137
63714,7742948,0,Rain Garden,Private,Drainage,Vegetation,Unknown,Connected,,Y,N,N,7.96,,,,,2016/05/13 14:20:42+00,2017/02/17 00:00:00+00,,,7.95541832922309
63715,7742951,0,Rain Garden,Private,Drainage,Vegetation,Unknown,Connected,,Y,N,N,7.25,,,,,2016/05/13 14:20:42+00,2017/02/17 00:00:00+00,,,7.25293261409876
63716,7742953,0,Rain Garden,Private,Drainage,Vegetation,Unknown,Connected,,Y,N,N,6.27,,,,,2016/05/13 14:20:42+00,2017/02/17 00:00:00+00,,,6.27164779266966
63717,7742955,0,Rain Garden,Private,Drainage,Vegetation,Unknown,Connected,,Y,N,N,7.64,,,,,2016/05/13 14:20:42+00,2017/02/17 00:00:00+00,,,7.63855943020953
63718,7742960,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,15.07,4,4,,,2016/05/13 14:20:42+00,2017/02/17 00:00:00+00,,,15.0706614504941
63721,7743096,0,Under Drain,Seattle Public Utilities,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,N,2.31,8,8,,,2016/06/06 16:56:22+00,2017/02/21 00:00:00+00,,,2.31161564860541
63722,7743105,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,83.92,4,4,,,2015/05/19 17:06:35+00,2017/02/21 00:00:00+00,,,83.9219388934281
63723,7743111,0,Rain Garden,Private,Drainage,Vegetation,Rectangular,Connected,,Y,N,Y,12.27,,,,,2015/05/19 17:06:35+00,2017/02/21 00:00:00+00,,,12.2651461783391
63724,7743116,0,Rain Garden,Private,Drainage,Vegetation,Unknown,Connected,,Y,N,Y,11.62,,,,,2015/05/19 17:06:35+00,2017/02/21 00:00:00+00,,,11.6220624925425
63727,7743294,0,Under Drain,Seattle Public Utilities,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,N,13.19,6,6,,395.35,2016/09/29 13:02:34+00,2017/02/23 00:00:00+00,,,13.1931483308668
63730,7743516,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Rectangular,Connected,,Y,N,Y,7.09,4,4,,,2016/04/06 14:42:23+00,2017/02/27 00:00:00+00,,,7.08725913937479
63732,7743564,0,Rain Garden,Private,Drainage,Vegetation,Unknown,Connected,,Y,N,N,35.39,,,,,2016/06/28 17:21:48+00,2017/02/27 00:00:00+00,,,35.3919935310179
63734,7743607,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,40.73,4,4,,,2016/03/29 10:21:29+00,2017/02/28 00:00:00+00,,,40.7322525394802
63736,7743748,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,10.41,4,4,,,2016/04/15 13:35:38+00,2018/06/21 00:00:00+00,,,10.4141189511426
63737,7743798,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,5.41,4,4,,,2016/04/06 13:35:38+00,2018/06/21 00:00:00+00,,,5.41042308058735
63742,7743883,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,8.68,,,,,2016/06/29 15:21:39+00,2017/02/28 00:00:00+00,,,8.67834213657259
63745,7744021,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,18.91,4,4,,,2016/06/30 10:34:42+00,2017/03/01 00:00:00+00,,,18.9072484926974
63752,7744113,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,8.58,4,4,,,2016/04/08 13:35:38+00,2017/03/01 00:00:00+00,,,8.57690585492118
63753,7744116,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,8.7,4,4,,,2016/04/08 13:35:38+00,2017/03/01 00:00:00+00,,,8.69655981514437
63754,7744119,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,5.38,4,4,,,2016/04/08 13:35:38+00,2017/03/01 00:00:00+00,,,5.37649027607231
63755,7744122,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,5.64,4,4,,,2016/04/08 13:35:38+00,2017/03/01 00:00:00+00,,,5.63673540198812
63756,7744125,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,5.41,4,4,,,2016/04/08 13:35:38+00,2017/03/01 00:00:00+00,,,5.40687127284322
63759,7744219,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,5.14,4,4,,,2016/07/01 13:28:14+00,2017/03/01 00:00:00+00,,,5.14493003084325
63760,7744232,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,6.81,4,4,,,2016/07/01 13:28:14+00,2017/03/01 00:00:00+00,,,6.80629022415269
63763,7744320,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,5.86,,,,,2016/07/01 13:28:14+00,2017/03/01 00:00:00+00,,,5.86144171922053
63764,7744327,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,5.88,4,4,,,2016/07/01 13:28:14+00,2017/03/01 00:00:00+00,,,5.87905344410143
63765,7744484,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,41.9,4,4,,,2015/11/09 17:42:42+00,2017/03/02 00:00:00+00,,,41.8998895752203
63777,7744595,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,4.01,4,4,,,2016/03/29 12:36:22+00,2018/06/22 00:00:00+00,,,4.01015151363567
63778,7744598,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,3.82,4,4,,,2016/03/29 12:36:22+00,2018/06/22 00:00:00+00,,,3.82292008224115
63779,7744601,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,6.1,4,4,,,2016/03/29 12:36:22+00,2018/06/22 00:00:00+00,,,6.09838762807553
63780,7744604,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,3.73,4,4,,,2016/03/29 12:36:22+00,2018/06/22 00:00:00+00,,,3.72916778774025
63781,7744607,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,2.71,4,4,,,2016/03/29 12:36:22+00,2018/06/22 00:00:00+00,,,2.70766269350488
63782,7744610,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,2.64,4,4,,,2016/03/29 12:36:22+00,2018/06/22 00:00:00+00,,,2.63779114410348
63783,7744613,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,3.4,4,4,,,2016/03/29 12:36:22+00,2018/06/22 00:00:00+00,,,3.39633109520312
63784,7744616,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,3.09,4,4,,,2016/03/29 12:36:22+00,2018/06/22 00:00:00+00,,,3.0918062221045
63785,7744619,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,3.68,4,4,,,2016/03/29 12:36:22+00,2018/06/22 00:00:00+00,,,3.67619879804869
63788,7744869,0,Rain Garden,Private,Drainage,Vegetation,Unknown,Connected,,Y,N,N,10.83,,,,,2016/02/10 16:02:55+00,2017/03/02 00:00:00+00,,,10.8263037939455
63791,7744933,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,9.26,4,4,,,2016/04/06 17:42:13+00,2017/03/02 00:00:00+00,,,9.25907957346815
63794,7745110,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,5.29,4,4,,,2016/02/17 13:07:42+00,2017/03/03 00:00:00+00,,,5.29310566011594
63796,7745114,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,3.97,4,4,,,2016/02/17 13:07:42+00,2017/03/03 00:00:00+00,,,3.9703369143649
63798,7745177,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,13.63,4,4,,,2016/07/18 14:06:04+00,2017/03/03 00:00:00+00,,,13.6272537499733
63803,7745326,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,7.62,4,4,,,2016/07/05 16:31:23+00,2017/03/03 00:00:00+00,,,7.61832708965695
63804,7745328,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,6.98,4,4,,,2016/07/05 16:31:23+00,2017/03/03 00:00:00+00,,,6.9759707796371
63805,7745330,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,7.49,4,4,,,2016/07/05 16:31:23+00,2017/03/03 00:00:00+00,,,7.49225542988014
