OBJECTID,DCH_FEA_KEY,DCH_GRPH_KEY,DCH_FEATYPE_TEXT,DCH_OWNER_NAME,DCH_PRBL_FLOW_TYPE,DCH_MATERIAL_TYPE,DCH_PIPE_SHP_TEXT,DCH_LIFECYCLE_STAT,DCH_DSTNTN_TYPE,DCH_INSPECT_FLAG,DCH_CASING_FLAG,DCH_PERF_PIPE_FLAG,DCH_LENGTH_FT_NBR,DCH_WIDTH_IN_NBR,DCH_HEIGHT_IN_NBR,DCH_UPS_ELEV_FT_NBR,DCH_DNS_ELEV_FT_NBR,DCH_INSTALL_DATE,DCH_LST_UPDT_DATE,DCH_STREAM_NAME,DCH_GSIP_NAME,SHAPE_Length
66707,7848319,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,7.03,4,4,,,2017/02/10 09:10:46+00,2018/05/31 00:00:00+00,,,7.03255676810289
66708,7848322,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,8.57,4,4,,,2017/02/10 09:10:46+00,2018/05/31 00:00:00+00,,,8.57173193886464
66712,7848387,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,10.16,4,4,,,2017/07/21 11:11:08+00,2018/05/31 00:00:00+00,,,10.1596682314031
66713,7848390,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,9.86,4,4,,,2017/07/21 11:11:08+00,2018/05/31 00:00:00+00,,,9.85957429835614
66727,7848631,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,27.29,4,4,,,2015/10/19 11:11:08+00,2018/06/01 00:00:00+00,,,27.2930614410661
66730,7848664,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,4.18,4,4,,,2017/02/08 11:11:08+00,2018/06/01 00:00:00+00,,,4.18403056522215
66731,7848667,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,2.68,4,4,,,2017/02/08 11:11:08+00,2018/06/01 00:00:00+00,,,2.68124310415882
66733,7848712,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,5.02,4,4,,,2017/02/08 11:11:08+00,2018/06/01 00:00:00+00,,,5.02074569588686
66736,7848926,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,25,4,4,,,2017/02/07 11:11:08+00,2018/06/01 00:00:00+00,,,25.0008684924818
66741,7848979,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,12.75,4,4,,,2017/02/02 11:11:08+00,2018/06/01 00:00:00+00,,,12.7542450311074
66742,7848982,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,7.26,4,4,,,2017/02/02 11:11:08+00,2018/06/01 00:00:00+00,,,7.25736196060109
66746,7849118,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,7.12,4,4,,,2017/02/03 11:11:08+00,2018/06/04 00:00:00+00,,,7.11821995773711
66747,7849121,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,14.33,4,4,,,2017/02/03 11:11:08+00,2018/06/04 00:00:00+00,,,14.3307369002814
66748,7849124,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,14.1,4,4,,,2017/02/03 11:11:08+00,2018/06/04 00:00:00+00,,,14.0979988171434
66749,7849201,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,28.11,4,4,,,2017/02/01 07:04:59+00,2018/06/05 00:00:00+00,,,28.1080044031423
66754,7849265,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,6.95,4,4,,,2016/11/18 07:04:59+00,2018/06/05 00:00:00+00,,,6.95297888012317
66757,7849412,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,19.22,6,6,,,2017/02/02 07:04:59+00,2018/06/05 00:00:00+00,,,19.2184167751244
66758,7849415,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,17.33,6,6,,,2017/02/02 07:04:59+00,2018/06/05 00:00:00+00,,,17.3332511796585
66760,7849456,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,28.34,4,4,,,2017/02/10 07:04:59+00,2018/06/05 00:00:00+00,,,28.3375463571014
66762,7849464,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,6.09,4,4,,,2017/02/10 07:04:59+00,2018/06/05 00:00:00+00,,,6.08916502517683
66766,7849514,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,7.09,4,4,,,2016/12/23 17:51:14+00,2018/06/05 00:00:00+00,,,7.09130216731097
66767,7849516,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,7.41,4,4,,,2016/12/23 17:51:14+00,2018/06/05 00:00:00+00,,,7.4075862718484
66768,7849566,0,Rain Garden,Private,Drainage,Vegetation,Rectangular,Connected,,Y,N,N,7.47,,,,,2017/01/20 07:53:39+00,2018/06/06 00:00:00+00,,,7.46596500111755
66776,7849704,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,2.4,4,4,,,2017/02/07 07:53:38+00,2018/06/06 00:00:00+00,,,2.39628520556471
66777,7849707,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,2.76,4,4,,,2017/02/07 07:53:38+00,2018/06/06 00:00:00+00,,,2.76446349440894
66778,7849710,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,2.33,4,4,,,2017/02/07 07:53:38+00,2018/06/06 00:00:00+00,,,2.32948114198973
66779,7849713,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,2.14,4,4,,,2017/02/07 07:53:38+00,2018/06/06 00:00:00+00,,,2.14186733920744
66780,7849716,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,2.41,4,4,,,2017/02/07 07:53:38+00,2018/06/06 00:00:00+00,,,2.40702155358538
66781,7849719,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,2.58,4,4,,,2017/02/07 07:53:38+00,2018/06/06 00:00:00+00,,,2.58178640568492
66783,7849883,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,10.4,4,4,,,2017/02/07 07:53:38+00,2018/06/06 00:00:00+00,,,10.3957401705215
66788,7849966,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,7.62,4,4,,,2017/02/02 07:53:38+00,2018/06/06 00:00:00+00,,,7.61615835644593
66789,7849969,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,6.12,4,4,,,2017/02/02 07:53:38+00,2018/06/06 00:00:00+00,,,6.12276653259574
66790,7849972,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,5.49,4,4,,,2017/02/02 07:53:38+00,2018/06/06 00:00:00+00,,,5.49339513864029
66792,7849995,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,20.47,4,4,,,2017/01/30 07:53:38+00,2018/06/06 00:00:00+00,,,20.469332175105
66795,7850201,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,33.53,4,4,,,2016/02/14 07:53:38+00,2018/06/06 00:00:00+00,,,33.5322541157841
66796,7850502,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,31.22,4,4,,,2017/02/16 07:53:38+00,2018/06/06 00:00:00+00,,,31.2188098460492
66801,7850517,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,8.87,4,4,,,2017/02/16 07:53:38+00,2018/06/06 00:00:00+00,,,8.87159418350635
66802,7850520,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,8.41,4,4,,,2017/02/16 07:53:38+00,2018/06/06 00:00:00+00,,,8.41266810949095
66805,7850713,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,9.67,4,4,,,2016/11/30 15:32:46+00,2018/06/06 00:00:00+00,,,9.67330323845723
66808,7850804,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,1.86,4,4,,,2017/02/14 07:39:50+00,2018/06/07 00:00:00+00,,,1.86465666084533
66810,7850953,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,2.56,4,4,,,2017/02/03 07:39:50+00,2018/06/07 00:00:00+00,,,2.55788610820453
66811,7850955,0,Rain Garden,Private,Drainage,Vegetation,Unknown,Connected,,Y,N,N,11.26,,,,,2017/02/03 07:39:50+00,2018/06/07 00:00:00+00,,,11.264121068129
66814,7851044,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,53.54,4,4,,,2015/10/07 09:28:12+00,2018/06/07 00:00:00+00,,,53.5443880415575
66820,7851293,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,6.62,4,4,,,2017/03/15 10:17:44+00,2018/06/07 00:00:00+00,,,6.62400550105054
66821,7851296,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,3.91,4,4,,,2017/03/15 10:17:44+00,2018/06/07 00:00:00+00,,,3.91020621531113
66822,7851299,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,11.15,4,4,,,2017/03/15 10:17:44+00,2018/06/07 00:00:00+00,,,11.1548683295101
66823,7851302,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,13.55,4,4,,,2017/03/15 10:17:44+00,2018/06/07 00:00:00+00,,,13.5468022571891
66824,7851304,0,Rain Garden,Private,Drainage,Vegetation,Unknown,Connected,,Y,N,N,3.8,,,,,2017/03/15 10:17:44+00,2018/06/07 00:00:00+00,,,3.8047100255148
66825,7851308,0,Rain Garden,Private,Drainage,Vegetation,Unknown,Connected,,Y,N,N,3.98,,,,,2017/03/15 10:17:44+00,2018/06/07 00:00:00+00,,,3.97993309635425
66826,7851311,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,35.31,4,4,,,2017/03/15 10:17:44+00,2018/06/07 00:00:00+00,,,35.3107715504571
66827,7851316,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,N,5.35,4,4,,,2017/03/15 10:17:44+00,2018/06/07 00:00:00+00,,,5.34884445323269
66835,7851412,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,7.82,4,4,,,2017/01/27 07:39:50+00,2018/06/07 00:00:00+00,,,7.82457373201105
66836,7851415,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,7.24,4,4,,,2017/01/27 07:39:50+00,2018/06/07 00:00:00+00,,,7.23774979778133
66837,7851418,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,7.7,4,4,,,2017/01/27 07:39:50+00,2018/06/07 00:00:00+00,,,7.69789936593356
66840,7851576,0,Rain Garden,Private,Drainage,Vegetation,Unknown,Connected,,Y,N,N,20.92,,,,,2017/02/03 07:39:50+00,2018/06/07 00:00:00+00,,,20.9217487980586
66841,7851579,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,1.91,4,4,,,2017/02/03 07:39:50+00,2018/06/07 00:00:00+00,,,1.91173081649629
66842,7851581,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,2.79,4,4,,,2017/02/03 07:39:50+00,2018/06/07 00:00:00+00,,,2.78990848779846
66843,7851583,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,18.84,4,4,,,2017/02/03 07:39:50+00,2018/06/07 00:00:00+00,,,18.8389517094018
66844,7851585,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,14.84,4,4,,,2017/02/03 07:39:50+00,2018/06/07 00:00:00+00,,,14.843712002039
66845,7851587,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,15.19,4,4,,,2017/02/03 07:39:50+00,2018/06/07 00:00:00+00,,,15.1919675471389
66850,7852148,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,3.61,4,4,,,2017/03/16 11:56:14+00,2018/06/08 00:00:00+00,,,3.61367489723446
66851,7852152,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,5.85,4,4,,,2017/03/16 11:56:14+00,2018/06/08 00:00:00+00,,,5.85296100223411
66852,7852154,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,4.11,4,4,,,2017/03/16 11:56:14+00,2018/06/08 00:00:00+00,,,4.10655501747159
66854,7852264,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,34.74,4,4,,,2017/03/15 11:56:14+00,2018/06/08 00:00:00+00,,,34.7383823724001
66858,7852323,0,Rain Garden,Private,Drainage,Vegetation,Rectangular,Connected,,Y,N,N,12.85,,,,,2017/07/03 07:39:50+00,2018/06/11 00:00:00+00,,,12.8533881410116
66867,7852849,0,Rain Garden,Private,Drainage,Vegetation,Unknown,Connected,,Y,N,N,9.05,,,,,2016/12/07 11:09:09+00,2018/06/12 00:00:00+00,,,9.04509451647184
66869,7852856,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,8.59,4,4,,,2016/12/07 11:09:09+00,2018/06/12 00:00:00+00,,,8.58655600471874
66894,7854026,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,44.03,4,4,,,2017/03/14 11:56:14+00,2018/06/13 00:00:00+00,,,44.0280582760417
66895,7854028,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,24.22,4,4,,,2017/03/14 11:56:14+00,2018/06/13 00:00:00+00,,,24.2196990505053
66896,7854030,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,15.21,4,4,,,2017/03/14 11:56:14+00,2018/06/13 00:00:00+00,,,15.2084785659432
66904,7854157,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,4.11,4,4,,,2017/03/15 09:28:58+00,2018/06/14 00:00:00+00,,,4.1129135574426
66905,7854160,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,9.15,4,4,,,2017/03/15 09:28:58+00,2018/06/14 00:00:00+00,,,9.15259194719594
66906,7854163,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,8.61,4,4,,,2017/03/15 09:28:58+00,2018/06/14 00:00:00+00,,,8.61241388561584
66909,7854257,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,1.86,4,4,,,2016/11/04 07:39:50+00,2018/06/14 00:00:00+00,,,1.85497154304642
66911,7854362,0,Under Drain,Parks and Recreation,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,50.32,6,6,,,2011/05/19 12:07:55+00,2018/06/14 00:00:00+00,,,50.3177799958671
66912,7854364,0,Under Drain,Parks and Recreation,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,N,15.8,6,6,,,2011/05/19 12:07:55+00,2018/06/14 00:00:00+00,,,15.8022580814597
66914,7854391,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,9.26,4,4,,,2017/03/10 09:28:58+00,2018/06/14 00:00:00+00,,,9.25497386572937
66918,7854741,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,56.09,4,4,,,2017/03/10 13:13:21+00,2018/06/15 00:00:00+00,,,56.0892500326646
66919,7854743,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,49.1,4,4,,,2017/03/10 13:13:21+00,2018/06/15 00:00:00+00,,,49.1034941885677
66920,7854744,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,20.87,4,4,,,2017/03/10 13:13:21+00,2018/06/15 00:00:00+00,,,20.8667798023781
66921,7854746,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,52.15,4,4,,,2017/03/10 13:13:21+00,2018/06/15 00:00:00+00,,,52.1536075643127
66922,7854748,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,7.37,4,4,,,2017/03/10 13:13:21+00,2018/06/15 00:00:00+00,,,7.3663265793746
66923,7854749,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,20.16,4,4,,,2017/03/10 13:13:21+00,2018/06/15 00:00:00+00,,,20.1640924312564
66924,7854750,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,26.02,4,4,,,2017/03/10 13:13:21+00,2018/06/15 00:00:00+00,,,26.0185814486325
66925,7854751,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,9.24,4,4,,,2017/03/10 13:13:21+00,2018/06/15 00:00:00+00,,,9.23850900752409
66926,7854752,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,18.94,4,4,,,2017/03/10 13:13:21+00,2018/06/15 00:00:00+00,,,18.9357072268039
66927,7854753,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,47.39,4,4,,,2017/03/10 13:13:21+00,2018/06/15 00:00:00+00,,,47.3873058698723
66928,7854759,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,9.69,4,4,,,2016/08/11 13:19:55+00,2018/06/15 00:00:00+00,,,9.687937062678
66936,7855015,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,27.88,4,4,,,2017/08/14 07:18:08+00,2018/06/18 00:00:00+00,,,27.8848640487934
66941,7855039,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,7.18,4,4,,,2017/08/14 07:18:08+00,2018/06/18 00:00:00+00,,,7.18025314965048
66942,7855042,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,7.31,4,4,,,2017/08/14 07:18:08+00,2018/06/18 00:00:00+00,,,7.31132453026936
66943,7855045,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,36.63,4,4,,,2017/08/14 07:18:08+00,2018/06/18 00:00:00+00,,,36.6277077457418
66955,7855294,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,4.54,4,4,,,2017/04/07 07:18:08+00,2018/06/18 00:00:00+00,,,4.54458425407818
66956,7855297,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,5.21,4,4,,,2017/04/07 07:18:08+00,2018/06/18 00:00:00+00,,,5.21442883174171
66957,7855300,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,4.21,4,4,,,2017/04/07 07:18:08+00,2018/06/18 00:00:00+00,,,4.21383149802347
66958,7855303,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,5.4,4,4,,,2017/04/07 07:18:08+00,2018/06/18 00:00:00+00,,,5.39689251442924
66971,7855472,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,4.52,4,4,,,2017/03/17 07:18:08+00,2018/06/18 00:00:00+00,,,4.51686609483249
66972,7855475,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,4.5,4,4,,,2017/03/17 07:18:08+00,2018/06/18 00:00:00+00,,,4.5049057307995
66973,7855478,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,4.25,4,4,,,2017/03/17 07:18:08+00,2018/06/18 00:00:00+00,,,4.25264253541726
66974,7855481,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,4.24,4,4,,,2017/03/17 07:18:08+00,2018/06/18 00:00:00+00,,,4.23633631481029
66975,7855484,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,3.57,4,4,,,2017/03/17 07:18:08+00,2018/06/18 00:00:00+00,,,3.57042601642215
66976,7855487,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,4.01,4,4,,,2017/03/17 07:18:08+00,2018/06/18 00:00:00+00,,,4.00749535630965
66979,7855531,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,14.59,4,4,,,2017/03/24 12:43:10+00,2018/06/18 00:00:00+00,,,14.5905037453119
66980,7855534,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,26.56,4,4,,,2017/03/24 12:43:10+00,2018/06/18 00:00:00+00,,,26.5613269687232
66987,7855556,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,5.24,4,4,,,2017/04/12 07:18:08+00,2018/06/18 00:00:00+00,,,5.2384952177814
66988,7855559,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,3.17,4,4,,,2017/04/12 07:18:08+00,2018/06/18 00:00:00+00,,,3.17403378379707
66989,7855562,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,2.89,4,4,,,2017/04/12 07:18:08+00,2018/06/18 00:00:00+00,,,2.89138552429138
66990,7855565,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,3.09,4,4,,,2017/04/12 07:18:08+00,2018/06/18 00:00:00+00,,,3.09285549940613
66991,7855568,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,5.66,4,4,,,2017/04/12 07:18:08+00,2018/06/18 00:00:00+00,,,5.65630277988177
66992,7855571,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,6.91,4,4,,,2017/04/12 07:18:08+00,2018/06/18 00:00:00+00,,,6.90818835367724
66995,7855620,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,4.34,4,4,,,2017/02/28 12:43:10+00,2018/06/18 00:00:00+00,,,4.34172700987043
66998,7855720,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,10.91,4,4,,,2017/03/13 07:17:13+00,2018/06/19 00:00:00+00,,,10.9135980115369
66999,7855722,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,13.21,4,4,,,2017/03/13 07:17:13+00,2018/06/19 00:00:00+00,,,13.2054043149769
67015,7856002,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,8.91,4,4,,,2017/04/13 07:18:08+00,2018/06/19 00:00:00+00,,,8.91101859849556
67019,7856155,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,2.23,4,4,,,2017/08/28 07:18:08+00,2018/06/19 00:00:00+00,,,2.2279066458371
67020,7856158,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,1.99,4,4,,,2017/08/28 07:18:08+00,2018/06/19 00:00:00+00,,,1.99000834582794
67021,7856161,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,6.04,4,4,,,2017/08/28 07:18:08+00,2018/06/19 00:00:00+00,,,6.03736458789703
67022,7856164,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,25.42,4,4,,,2017/08/28 07:18:08+00,2018/06/19 00:00:00+00,,,25.4213686219604
67026,7856199,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,37.59,4,4,,,2017/05/06 10:31:52+00,2018/06/19 00:00:00+00,,,37.5859871224136
67027,7856204,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,37.78,4,4,,,2017/05/06 10:31:52+00,2018/06/19 00:00:00+00,,,37.7753440626775
67029,7856250,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,7,4,4,,,2017/04/18 07:18:08+00,2018/06/19 00:00:00+00,,,7.00325723542313
67035,7856407,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,6.81,4,4,,,2017/06/27 07:18:08+00,2018/06/19 00:00:00+00,,,6.80507400998923
67036,7856410,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,3.73,4,4,,,2017/06/27 07:18:08+00,2018/06/19 00:00:00+00,,,3.73381274830886
67037,7856413,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,2.96,4,4,,,2017/06/27 07:18:08+00,2018/06/19 00:00:00+00,,,2.96437902385088
67043,7856433,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,7.32,4,4,,,2017/02/23 12:10:30+00,2018/06/19 00:00:00+00,,,7.31701906504978
67044,7856436,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,5.87,4,4,,,2017/02/23 12:10:30+00,2018/06/19 00:00:00+00,,,5.8746056112795
67045,7856439,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,N,N,Y,3.33,4,4,,,2017/06/27 07:18:08+00,2018/06/19 00:00:00+00,,,3.33194736859454
67047,7856657,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,10.2,4,4,,,2017/05/10 13:28:15+00,2018/06/19 00:00:00+00,,,10.2000616416128
67048,7856661,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,12.46,4,4,,,2017/05/10 13:28:15+00,2018/07/30 00:00:00+00,,,12.4553193750559
67051,7856719,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,6.64,4,4,,,2017/03/10 13:01:16+00,2018/06/19 00:00:00+00,,,6.64014875132087
67059,7856752,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,6.55,4,4,,,2017/04/10 07:18:08+00,2018/06/19 00:00:00+00,,,6.54504448799959
67060,7856755,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,2.41,4,4,,,2017/04/10 07:18:08+00,2018/06/19 00:00:00+00,,,2.41241719533112
67061,7856758,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,2.83,4,4,,,2017/04/10 07:18:08+00,2018/06/19 00:00:00+00,,,2.82947478597031
67062,7856761,0,Under Drain,Private,Drainage,Polyvinyl Chloride,Circular,Connected,,Y,N,Y,3.45,4,4,,,2017/04/10 07:18:08+00,2018/06/19 00:00:00+00,,,3.44728810831906
